name,sex,age,height,weight,bmi,country,year,season,city,sport,medal
Katalin Kovcs,F,28.0,173.0,64.0,21.38,Hungary,2004,Summer,Athina,Canoeing,Silver
Katalin Kovcs,F,32.0,173.0,64.0,21.38,Hungary,2008,Summer,Beijing,Canoeing,Gold
Katalin Kovcs,F,32.0,173.0,64.0,21.38,Hungary,2008,Summer,Beijing,Canoeing,Silver
Katalin Kovcs,F,36.0,173.0,64.0,21.38,Hungary,2012,Summer,London,Canoeing,Silver
Katalin Kovcs,F,36.0,173.0,64.0,21.38,Hungary,2012,Summer,London,Canoeing,Gold
Zoltn Kvg,M,25.0,204.0,132.0,31.72,Hungary,2004,Summer,Athina,Athletics,Silver
Ilya Valeryevich Kovalchuk,M,18.0,188.0,104.0,29.43,Russia,2002,Winter,Salt Lake City,Ice Hockey,Bronze
Aleksandr Vladimirovich Kovalyov,M,29.0,170.0,70.0,24.22,Russia,2004,Summer,Athina,Canoeing,Bronze
Aleksandr Vladimirovich Kovalyov,M,29.0,170.0,70.0,24.22,Russia,2004,Summer,Athina,Canoeing,Silver
Aleksey Vyacheslavovich Kovalyov,M,28.0,177.0,105.0,33.52,Russia,2002,Winter,Salt Lake City,Ice Hockey,Bronze
Nikolay Anatolyevich Kovalyov,M,25.0,177.0,74.0,23.62,Russia,2012,Summer,London,Fencing,Bronze
Kerstin Kowalski-El-Qalqili,F,28.0,176.0,65.0,20.98,Germany,2004,Summer,Athina,Rowing,Gold
Danuta Kozk,F,21.0,168.0,63.0,22.32,Hungary,2008,Summer,Beijing,Canoeing,Silver
Danuta Kozk,F,25.0,168.0,63.0,22.32,Hungary,2012,Summer,London,Canoeing,Gold
Danuta Kozk,F,25.0,168.0,63.0,22.32,Hungary,2012,Summer,London,Canoeing,Gold
Danuta Kozk,F,29.0,168.0,63.0,22.32,Hungary,2016,Summer,Rio de Janeiro,Canoeing,Gold
Danuta Kozk,F,29.0,168.0,63.0,22.32,Hungary,2016,Summer,Rio de Janeiro,Canoeing,Gold
Danuta Kozk,F,29.0,168.0,63.0,22.32,Hungary,2016,Summer,Rio de Janeiro,Canoeing,Gold
Anastasiya Mykolavna Kozhenkova,F,26.0,186.0,75.0,21.68,Ukraine,2012,Summer,London,Rowing,Gold
Nikolay Nikolayevich Kozlov,M,32.0,192.0,92.0,24.96,Russia,2004,Summer,Athina,Water Polo,Bronze
Anna A. Kozlova,F,31.0,177.0,62.0,19.79,United States of America,2004,Summer,Athina,Synchronized Swimming,Bronze
Anna A. Kozlova,F,31.0,177.0,62.0,19.79,United States of America,2004,Summer,Athina,Synchronized Swimming,Bronze
Gyrgy Kozmann,M,26.0,179.0,85.0,26.53,Hungary,2004,Summer,Athina,Canoeing,Bronze
Gyrgy Kozmann,M,30.0,179.0,85.0,26.53,Hungary,2008,Summer,Beijing,Canoeing,Bronze
Annike Berit Krahn,F,23.0,173.0,61.0,20.38,Germany,2008,Summer,Beijing,Football,Bronze
Annike Berit Krahn,F,31.0,173.0,61.0,20.38,Germany,2016,Summer,Rio de Janeiro,Football,Gold
Julia Krajewski,F,27.0,168.0,65.0,23.03,Germany,2016,Summer,Rio de Janeiro,Equestrianism,Silver
Sven Kramer,M,19.0,185.0,80.0,23.37,Netherlands,2006,Winter,Torino,Speed Skating,Silver
Sven Kramer,M,19.0,185.0,80.0,23.37,Netherlands,2006,Winter,Torino,Speed Skating,Bronze
Sven Kramer,M,23.0,185.0,80.0,23.37,Netherlands,2010,Winter,Vancouver,Speed Skating,Gold
Sven Kramer,M,23.0,185.0,80.0,23.37,Netherlands,2010,Winter,Vancouver,Speed Skating,Bronze
Sven Kramer,M,27.0,185.0,80.0,23.37,Netherlands,2014,Winter,Sochi,Speed Skating,Gold
Sven Kramer,M,27.0,185.0,80.0,23.37,Netherlands,2014,Winter,Sochi,Speed Skating,Silver
Sven Kramer,M,27.0,185.0,80.0,23.37,Netherlands,2014,Winter,Sochi,Speed Skating,Gold
Ivan Krapi,M,27.0,194.0,103.0,27.37,Croatia,2016,Summer,Rio de Janeiro,Water Polo,Silver
Olesya Aleksandrovna Krasnomovets (-Forsheva),F,25.0,171.0,60.0,20.52,Russia,2004,Summer,Athina,Athletics,Silver
Pontus Sebastian Kraupp,M,28.0,183.0,79.0,23.59,Sweden,2014,Winter,Sochi,Curling,Bronze
Alanna Kraus (-Handley),F,24.0,165.0,60.0,22.04,Canada,2002,Winter,Salt Lake City,Short Track Speed Skating,Bronze
Alanna Kraus (-Handley),F,28.0,165.0,60.0,22.04,Canada,2006,Winter,Torino,Short Track Speed Skating,Silver
Marinus Kraus,M,22.0,173.0,59.0,19.71,Germany,2014,Winter,Sochi,Ski Jumping,Gold
Silke Kraushaar (-Pielach),F,31.0,177.0,66.0,21.07,Germany,2002,Winter,Salt Lake City,Luge,Bronze
Silke Kraushaar (-Pielach),F,35.0,177.0,66.0,21.07,Germany,2006,Winter,Torino,Luge,Silver
Laura Kraut (Kent-),F,42.0,168.0,58.0,20.55,United States of America,2008,Summer,Beijing,Equestrianism,Gold
Olena Vitalivna Kravatska,F,24.0,176.0,66.0,21.31,Ukraine,2016,Summer,Rio de Janeiro,Fencing,Silver
Andrey Sergeyevich Kravchenko,M,22.0,191.0,83.0,22.75,Belarus,2008,Summer,Beijing,Athletics,Silver
Igor Aleksandrovich Kravchuk,M,35.0,185.0,95.0,27.76,Russia,2002,Winter,Salt Lake City,Ice Hockey,Bronze
Igor Aleksandrovich Kravtsov,M,30.0,192.0,105.0,28.48,Russia,2004,Summer,Athina,Rowing,Gold
Lenny Krayzelburg,M,28.0,187.0,87.0,24.88,United States of America,2004,Summer,Athina,Swimming,Gold
Adam Kreek,M,27.0,193.0,91.0,24.43,Canada,2008,Summer,Beijing,Rowing,Gold
David Kreiner,M,28.0,172.0,60.0,20.28,Austria,2010,Winter,Vancouver,Nordic Combined,Gold
Marion Kreiner,F,28.0,170.0,61.0,21.11,Austria,2010,Winter,Vancouver,Snowboarding,Bronze
Jannick Green Krejberg,M,27.0,195.0,95.0,24.98,Denmark,2016,Summer,Rio de Janeiro,Handball,Gold
Kelly Kretschman,F,24.0,165.0,66.0,24.24,United States of America,2004,Summer,Athina,Softball,Gold
Kelly Kretschman,F,28.0,165.0,66.0,24.24,United States of America,2008,Summer,Beijing,Softball,Silver
Peter Kretschmer,M,20.0,175.0,70.0,22.86,Germany,2012,Summer,London,Canoeing,Gold
Stefan Kretzschmar,M,31.0,190.0,95.0,26.32,Germany,2004,Summer,Athina,Handball,Silver
Steffi Kriegerstein,F,23.0,178.0,70.0,22.09,Germany,2016,Summer,Rio de Janeiro,Canoeing,Silver
Hans Thor Juul Kristensen,M,24.0,186.0,72.0,20.81,Denmark,2004,Summer,Athina,Rowing,Gold
Veronica Egebakken Kristiansen,F,26.0,175.0,68.0,22.2,Norway,2016,Summer,Rio de Janeiro,Handball,Bronze
Alexander Kristoff,M,25.0,180.0,72.0,22.22,Norway,2012,Summer,London,Cycling,Bronze
Henrik Kristoffersen,M,19.0,179.0,73.77,23.02,Norway,2014,Winter,Sochi,Alpine Skiing,Bronze
Antonina Vladimirovna Krivoshapka,F,25.0,168.0,59.0,20.9,Russia,2012,Summer,London,Athletics,Silver
Denis Ivanovich Krivoshlykov,M,33.0,180.0,85.0,26.23,Russia,2004,Summer,Athina,Handball,Bronze
Sara Krnji,F,25.0,193.0,83.0,22.28,Serbia,2016,Summer,Rio de Janeiro,Basketball,Bronze
Magnus Krog,M,26.0,187.0,73.77,21.1,Norway,2014,Winter,Sochi,Nordic Combined,Bronze
Magnus Krog,M,26.0,187.0,73.77,21.1,Norway,2014,Winter,Sochi,Nordic Combined,Gold
Ranomi Kromowidjojo,F,17.0,180.0,72.0,22.22,Netherlands,2008,Summer,Beijing,Swimming,Gold
Ranomi Kromowidjojo,F,21.0,180.0,72.0,22.22,Netherlands,2012,Summer,London,Swimming,Gold
Ranomi Kromowidjojo,F,21.0,180.0,72.0,22.22,Netherlands,2012,Summer,London,Swimming,Gold
Ranomi Kromowidjojo,F,21.0,180.0,72.0,22.22,Netherlands,2012,Summer,London,Swimming,Silver
Hans Niklas Kronwall,M,25.0,183.0,86.0,25.68,Sweden,2006,Winter,Torino,Ice Hockey,Gold
Hans Niklas Kronwall,M,33.0,183.0,86.0,25.68,Sweden,2014,Winter,Sochi,Ice Hockey,Silver
Luk Krplek,M,25.0,197.0,105.0,27.06,Czechia,2016,Summer,Rio de Janeiro,Judo,Gold
Hannah Krger,F,27.0,173.0,67.0,22.39,Germany,2016,Summer,Rio de Janeiro,Hockey,Bronze
Marcus Viktor Krger,M,23.0,182.0,82.0,24.76,Sweden,2014,Winter,Sochi,Ice Hockey,Silver
Nikolay Nikolayevich Kruglov,M,24.0,180.0,72.0,22.22,Russia,2006,Winter,Torino,Biathlon,Silver
Larisa Nikolayevna Kruglova,F,31.0,166.0,63.0,22.86,Russia,2004,Summer,Athina,Athletics,Silver
"James W. ""J. W."" Krumpholz",M,20.0,191.0,93.0,25.49,United States of America,2008,Summer,Beijing,Water Polo,Silver
Jens Kruppa,M,28.0,200.0,95.0,23.75,Germany,2004,Summer,Athina,Swimming,Silver
Eszter Krutzler,F,23.0,160.0,69.0,26.95,Hungary,2004,Summer,Athina,Weightlifting,Silver
Mariya Yevgenyevna Kryuchkova,F,16.0,150.0,39.0,17.33,Russia,2004,Summer,Athina,Gymnastics,Bronze
Nikita Valeryevich Kryukov,M,24.0,184.0,74.0,21.86,Russia,2010,Winter,Vancouver,Cross Country Skiing,Gold
Nikita Valeryevich Kryukov,M,28.0,184.0,74.0,21.86,Russia,2014,Winter,Sochi,Cross Country Skiing,Silver
Ku Bon-Chan,M,23.0,181.0,84.0,25.64,South Korea,2016,Summer,Rio de Janeiro,Archery,Gold
Ku Bon-Chan,M,23.0,181.0,84.0,25.64,South Korea,2016,Summer,Rio de Janeiro,Archery,Gold
Filip Kuba,M,29.0,192.0,91.0,24.69,Czechia,2006,Winter,Torino,Ice Hockey,Bronze
Pavel Kubina,M,28.0,196.0,113.0,29.41,Czechia,2006,Winter,Torino,Ice Hockey,Bronze
"Matthew Gregory ""Matt"" Kuchar",M,38.0,193.0,86.0,23.09,United States of America,2016,Summer,Rio de Janeiro,Golf,Bronze
Jonathan Kuck,M,19.0,183.0,79.0,23.59,United States of America,2010,Winter,Vancouver,Speed Skating,Silver
Vasily Aleksandrovich Kudinov,M,35.0,195.0,100.0,26.3,Russia,2004,Summer,Athina,Handball,Bronze
Denis Maksymilian Kudla,M,21.0,184.0,90.0,26.58,Germany,2016,Summer,Rio de Janeiro,Wrestling,Bronze
Yana Alekseyevna Kudryavtseva,F,18.0,170.0,47.0,16.26,Russia,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Silver
Besik Serodinovich Kudukhov,M,21.0,168.0,60.0,21.26,Russia,2008,Summer,Beijing,Wrestling,Bronze
Besik Serodinovich Kudukhov,M,25.0,168.0,60.0,21.26,Russia,2012,Summer,London,Wrestling,Silver
Andreas Kuffner,M,25.0,196.0,94.0,24.47,Germany,2012,Summer,London,Rowing,Gold
Andreas Kuffner,M,29.0,196.0,94.0,24.47,Germany,2016,Summer,Rio de Janeiro,Rowing,Silver
Anke Khn (-Khne),F,23.0,175.0,70.0,22.86,Germany,2004,Summer,Athina,Hockey,Gold
Enrico Khn,M,24.0,183.0,100.0,29.86,Germany,2002,Winter,Salt Lake City,Bobsleigh,Gold
Julius Khn,M,23.0,198.0,110.0,28.06,Germany,2016,Summer,Rio de Janeiro,Handball,Bronze
Simon Petrus Kuipers,M,27.0,186.0,86.0,24.86,Netherlands,2010,Winter,Vancouver,Speed Skating,Bronze
Antti Sakari Kuisma,M,27.0,188.0,80.0,22.63,Finland,2006,Winter,Torino,Nordic Combined,Bronze
Virpi Katriina Kuitunen (-Sarasvuo),F,29.0,174.0,65.0,21.47,Finland,2006,Winter,Torino,Cross Country Skiing,Bronze
Virpi Katriina Kuitunen (-Sarasvuo),F,33.0,174.0,65.0,21.47,Finland,2010,Winter,Vancouver,Cross Country Skiing,Bronze
Lasse Juhani Kukkonen,M,24.0,183.0,85.0,25.38,Finland,2006,Winter,Torino,Ice Hockey,Silver
Lasse Juhani Kukkonen,M,28.0,183.0,85.0,25.38,Finland,2010,Winter,Vancouver,Ice Hockey,Bronze
Lasse Juhani Kukkonen,M,32.0,183.0,85.0,25.38,Finland,2014,Winter,Sochi,Ice Hockey,Bronze
Yolane Nicole Kukla,F,16.0,168.0,61.0,21.61,Australia,2012,Summer,London,Swimming,Gold
Galina Alekseyevna Kukleva,F,29.0,176.0,66.0,21.31,Russia,2002,Winter,Salt Lake City,Biathlon,Bronze
Nikolay Yulyevich Kuksenkov,M,27.0,172.0,65.0,21.97,Russia,2016,Summer,Rio de Janeiro,Gymnastics,Silver
Krisztin Kulcsr,M,33.0,196.0,93.0,24.21,Hungary,2004,Summer,Athina,Fencing,Silver
Irina Mikhaylovna Kulesha,F,26.0,163.0,75.0,28.23,Belarus,2012,Summer,London,Weightlifting,Bronze
Aleksey Vladimirovich Kuleshov,M,25.0,206.0,96.0,22.62,Russia,2004,Summer,Athina,Volleyball,Bronze
Aleksey Vladimirovich Kuleshov,M,29.0,206.0,96.0,22.62,Russia,2008,Summer,Beijing,Volleyball,Bronze
Oleg Mikhaylovich Kuleshov,M,30.0,186.0,95.0,27.46,Russia,2004,Summer,Athina,Handball,Bronze
Jaroslav Kulhav,M,27.0,188.0,77.0,21.79,Czechia,2012,Summer,London,Cycling,Gold
Jaroslav Kulhav,M,31.0,188.0,77.0,21.79,Czechia,2016,Summer,Rio de Janeiro,Cycling,Silver
Tams Kulifai,M,23.0,187.0,82.0,23.45,Hungary,2012,Summer,London,Canoeing,Silver
Serhiy Volodymyrovych Kulish,M,23.0,176.0,64.0,20.66,Ukraine,2016,Summer,Rio de Janeiro,Shooting,Silver
Saki Kumagai,F,21.0,171.0,60.0,20.52,Japan,2012,Summer,London,Football,Silver
Patrizia Kummer,F,26.0,172.0,70.0,23.66,Switzerland,2014,Winter,Sochi,Snowboarding,Gold
Yury Aleksandrovich Kunakov,M,18.0,170.0,60.0,20.76,Russia,2008,Summer,Beijing,Diving,Silver
"Christopher ""Chris"" Kunitz",M,34.0,183.0,88.0,26.28,Canada,2014,Winter,Sochi,Ice Hockey,Gold
Florian Kunz,M,32.0,200.0,99.0,24.75,Germany,2004,Summer,Athina,Hockey,Bronze
Kahena Kunze,F,25.0,172.0,68.0,22.99,Brazil,2016,Summer,Rio de Janeiro,Sailing,Gold
Claudia Knzel-Nystad,F,24.0,168.0,58.0,20.55,Germany,2002,Winter,Salt Lake City,Cross Country Skiing,Gold
Claudia Knzel-Nystad,F,28.0,168.0,58.0,20.55,Germany,2006,Winter,Torino,Cross Country Skiing,Silver
Claudia Knzel-Nystad,F,28.0,168.0,58.0,20.55,Germany,2006,Winter,Torino,Cross Country Skiing,Silver
Claudia Knzel-Nystad,F,32.0,168.0,58.0,20.55,Germany,2010,Winter,Vancouver,Cross Country Skiing,Silver
Claudia Knzel-Nystad,F,32.0,168.0,58.0,20.55,Germany,2010,Winter,Vancouver,Cross Country Skiing,Gold
Claudia Knzel-Nystad,F,36.0,168.0,58.0,20.55,Germany,2014,Winter,Sochi,Cross Country Skiing,Bronze
Courtney Anne Kupets (-Carter),F,18.0,154.0,52.0,21.93,United States of America,2004,Summer,Athina,Gymnastics,Silver
Courtney Anne Kupets (-Carter),F,18.0,154.0,52.0,21.93,United States of America,2004,Summer,Athina,Gymnastics,Bronze
Zaur Ismatulayevich Kuramagomedov,M,24.0,162.0,60.0,22.86,Russia,2012,Summer,London,Wrestling,Bronze
Tatyana Sergeyevna Kurbakova,F,18.0,176.0,52.0,16.79,Russia,2004,Summer,Athina,Rhythmic Gymnastics,Gold
Larisa Nikolayevna Kurkina,F,32.0,169.0,55.0,19.26,Russia,2006,Winter,Torino,Cross Country Skiing,Gold
Kateina Krkov-Emmons,F,20.0,165.0,53.0,19.47,Czechia,2004,Summer,Athina,Shooting,Bronze
Kateina Krkov-Emmons,F,24.0,165.0,53.0,19.47,Czechia,2008,Summer,Beijing,Shooting,Gold
Kateina Krkov-Emmons,F,24.0,165.0,53.0,19.47,Czechia,2008,Summer,Beijing,Shooting,Silver
Hiroki Kuroda,M,29.0,184.0,89.0,26.29,Japan,2004,Summer,Athina,Baseball,Bronze
Amanda Maria Kurtovic,F,21.0,175.0,71.0,23.18,Norway,2012,Summer,London,Handball,Gold
Amanda Maria Kurtovic,F,25.0,175.0,71.0,23.18,Norway,2016,Summer,Rio de Janeiro,Handball,Bronze
Manfred Kurzer,M,34.0,175.0,75.0,24.49,Germany,2004,Summer,Athina,Shooting,Gold
Kurt Kuschela,M,23.0,182.0,86.0,25.96,Germany,2012,Summer,London,Canoeing,Gold
Anton Sergeyevich Kushnir,M,29.0,176.0,71.0,22.92,Belarus,2014,Winter,Sochi,Freestyle Skiing,Gold
Kevin Kuske,M,23.0,196.0,116.0,30.2,Germany,2002,Winter,Salt Lake City,Bobsleigh,Gold
Kevin Kuske,M,27.0,196.0,116.0,30.2,Germany,2006,Winter,Torino,Bobsleigh,Gold
Kevin Kuske,M,27.0,196.0,116.0,30.2,Germany,2006,Winter,Torino,Bobsleigh,Gold
Kevin Kuske,M,31.0,196.0,116.0,30.2,Germany,2010,Winter,Vancouver,Bobsleigh,Gold
Kevin Kuske,M,31.0,196.0,116.0,30.2,Germany,2010,Winter,Vancouver,Bobsleigh,Silver
Marco Kutscher,M,29.0,187.0,75.0,21.45,Germany,2004,Summer,Athina,Equestrianism,Bronze
Marco Kutscher,M,29.0,187.0,75.0,21.45,Germany,2004,Summer,Athina,Equestrianism,Bronze
Olga Sergeyevna Kuzenkova,F,33.0,176.0,75.0,24.21,Russia,2004,Summer,Athina,Athletics,Gold
Olga Petrovna Kuzhela,F,22.0,172.0,55.0,18.59,Russia,2008,Summer,Beijing,Synchronized Swimming,Gold
Marina Vyacheslavovna Kuzina,F,23.0,195.0,86.0,22.62,Russia,2008,Summer,Beijing,Basketball,Bronze
Mikhail Nikolayevich Kuznetsov,M,23.0,174.0,72.0,23.78,Russia,2008,Summer,Beijing,Canoeing,Bronze
Yevgeny Vladimirovich Kuznetsov,M,22.0,170.0,64.0,22.15,Russia,2012,Summer,London,Diving,Silver
Polina Viktorovna Kuznetsova (Vyakhireva-),F,29.0,168.0,60.0,21.26,Russia,2016,Summer,Rio de Janeiro,Handball,Gold
Nataliya Yuryevna Kuzyutina,F,27.0,160.0,52.0,20.31,Russia,2016,Summer,Rio de Janeiro,Judo,Bronze
Illia Olehovych Kvasha,M,20.0,176.0,73.0,23.57,Ukraine,2008,Summer,Beijing,Diving,Bronze
Oleg Vladimirovich Kvasha,M,23.0,195.0,97.0,25.51,Russia,2002,Winter,Salt Lake City,Ice Hockey,Bronze
Petra Kvitov,F,26.0,183.0,70.0,20.9,Czechia,2016,Summer,Rio de Janeiro,Tennis,Bronze
Michelle Wingshan Kwan (-Pell),F,21.0,157.0,49.0,19.88,United States of America,2002,Winter,Salt Lake City,Figure Skating,Bronze
Kye Sun-Hui,F,25.0,158.0,60.0,24.03,South Korea,2004,Summer,Athina,Judo,Silver
Kaylyn McKenzie Kyle,F,23.0,173.0,61.0,20.38,Canada,2012,Summer,London,Football,Bronze
Anne Maria Kyllnen,F,26.0,173.0,61.0,20.38,Finland,2014,Winter,Sochi,Cross Country Skiing,Silver
"Erik Kynard, Jr.",M,21.0,194.0,89.0,23.65,United States of America,2012,Summer,London,Athletics,Silver
Julio Csar La Cruz Peraza,M,26.0,182.0,81.0,24.45,Cuba,2016,Summer,Rio de Janeiro,Boxing,Gold
Miguel La Hera Betancourt,M,23.0,192.0,92.0,24.96,Cuba,2008,Summer,Beijing,Baseball,Silver
Antti Akseli Laaksonen,M,32.0,180.0,82.0,25.31,Finland,2006,Winter,Torino,Ice Hockey,Silver
Emma Kriistina Laaksonen-Terho,F,28.0,159.0,60.0,23.73,Finland,2010,Winter,Vancouver,Ice Hockey,Bronze
Stephanie Lynn Marie Labb,F,29.0,178.0,53.0,16.73,Canada,2016,Summer,Rio de Janeiro,Football,Bronze
"Charline ""Charlie"" Labont",F,23.0,175.0,72.0,23.51,Canada,2006,Winter,Torino,Ice Hockey,Gold
"Charline ""Charlie"" Labont",F,27.0,175.0,72.0,23.51,Canada,2010,Winter,Vancouver,Ice Hockey,Gold
"Charline ""Charlie"" Labont",F,31.0,175.0,72.0,23.51,Canada,2014,Winter,Sochi,Ice Hockey,Gold
Marion Laborde,F,25.0,178.0,75.0,23.67,France,2012,Summer,London,Basketball,Silver
Yurisel Laborde Duanes,F,24.0,167.0,78.0,27.97,Cuba,2004,Summer,Athina,Judo,Bronze
"Yanelis Yuliet ""Yanely"" Labrada Daz",F,22.0,167.0,49.0,17.57,Cuba,2004,Summer,Athina,Taekwondo,Silver
Blaenko Lackovi,M,23.0,196.0,99.0,25.77,Croatia,2004,Summer,Athina,Handball,Gold
Blaenko Lackovi,M,31.0,196.0,99.0,25.77,Croatia,2012,Summer,London,Handball,Bronze
Alexandra Lacrabre,F,29.0,177.0,73.0,23.3,France,2016,Summer,Rio de Janeiro,Handball,Silver
Andry Laffita Hernndez,M,30.0,162.0,51.0,19.43,Cuba,2008,Summer,Beijing,Boxing,Silver
Karim Florent Laghouag,M,40.0,177.0,70.0,22.34,France,2016,Summer,Rio de Janeiro,Equestrianism,Gold
Scotty Lago,M,22.0,185.0,77.0,22.5,United States of America,2010,Winter,Vancouver,Snowboarding,Bronze
Yevgeny Aleksandrovich Lagunov,M,22.0,188.0,77.0,21.79,Russia,2008,Summer,Beijing,Swimming,Silver
Yevgeny Aleksandrovich Lagunov,M,26.0,188.0,77.0,21.79,Russia,2012,Summer,London,Swimming,Bronze
Krista Lhteenmki (-Prmkoski),F,23.0,160.0,57.0,22.27,Finland,2014,Winter,Sochi,Cross Country Skiing,Silver
Janne Petteri Lahtela,M,27.0,171.0,72.0,24.62,Finland,2002,Winter,Salt Lake City,Freestyle Skiing,Gold
Samppa Kalevi Lajunen,M,22.0,177.0,65.0,20.75,Finland,2002,Winter,Salt Lake City,Nordic Combined,Gold
Samppa Kalevi Lajunen,M,22.0,177.0,65.0,20.75,Finland,2002,Winter,Salt Lake City,Nordic Combined,Gold
Samppa Kalevi Lajunen,M,22.0,177.0,65.0,20.75,Finland,2002,Winter,Salt Lake City,Nordic Combined,Gold
Kim Lamarre,F,25.0,165.0,54.0,19.83,Canada,2014,Winter,Sochi,Freestyle Skiing,Bronze
Eric Lamaze,M,40.0,170.0,65.0,22.49,Canada,2008,Summer,Beijing,Equestrianism,Gold
Eric Lamaze,M,40.0,170.0,65.0,22.49,Canada,2008,Summer,Beijing,Equestrianism,Silver
Eric Lamaze,M,48.0,170.0,65.0,22.49,Canada,2016,Summer,Rio de Janeiro,Equestrianism,Bronze
Stephen Lambert,M,28.0,188.0,87.0,24.62,Australia,2008,Summer,Beijing,Hockey,Bronze
Stphane Lambiel,M,20.0,174.0,61.0,20.15,Switzerland,2006,Winter,Torino,Figure Skating,Silver
"Richard Edward ""Rich"" Lambourne",M,33.0,190.0,100.0,27.7,United States of America,2008,Summer,Beijing,Volleyball,Gold
Kim Lammers,F,31.0,176.0,69.0,22.28,Netherlands,2012,Summer,London,Hockey,Gold
Yevgeniya Alekseyevna Lamonova,F,24.0,174.0,62.0,20.48,Russia,2008,Summer,Beijing,Fencing,Gold
Jocelyne Nicole Lamoureux,F,20.0,168.0,70.0,24.8,United States of America,2010,Winter,Vancouver,Ice Hockey,Silver
Jocelyne Nicole Lamoureux,F,24.0,168.0,70.0,24.8,United States of America,2014,Winter,Sochi,Ice Hockey,Silver
Monique Edith Lamoureux (-Kolls),F,20.0,168.0,70.0,24.8,United States of America,2010,Winter,Vancouver,Ice Hockey,Silver
Monique Edith Lamoureux (-Kolls),F,24.0,168.0,70.0,24.8,United States of America,2014,Winter,Sochi,Ice Hockey,Silver
Thomas Lamparter,M,27.0,183.0,98.0,29.26,Switzerland,2006,Winter,Torino,Bobsleigh,Bronze
Jason Grgory Lamy-Chappuis,M,23.0,178.0,65.0,20.52,France,2010,Winter,Vancouver,Nordic Combined,Gold
Brett Daniel Lancaster,M,24.0,189.0,80.0,22.4,Australia,2004,Summer,Athina,Cycling,Gold
Dominik Landertinger,M,22.0,188.0,75.0,21.22,Austria,2010,Winter,Vancouver,Biathlon,Silver
Dominik Landertinger,M,26.0,188.0,75.0,21.22,Austria,2014,Winter,Sochi,Biathlon,Silver
Dominik Landertinger,M,26.0,188.0,75.0,21.22,Austria,2014,Winter,Sochi,Biathlon,Bronze
Gabriel Ingemar John Landeskog,M,21.0,185.0,99.0,28.93,Sweden,2014,Winter,Sochi,Ice Hockey,Silver
Niklas Landin Jacobsen,M,27.0,201.0,102.0,25.25,Denmark,2016,Summer,Rio de Janeiro,Handball,Gold
Laurisa Landre,F,30.0,174.0,67.0,22.13,France,2016,Summer,Rio de Janeiro,Handball,Silver
Ghislaine Landry,F,28.0,163.0,65.0,24.46,Canada,2016,Summer,Rio de Janeiro,Rugby Sevens,Bronze
Peter rsted Lang,M,23.0,185.0,80.0,23.37,Denmark,2012,Summer,London,Sailing,Bronze
Robert Lang,M,35.0,189.0,96.0,26.87,Czechia,2006,Winter,Torino,Ice Hockey,Bronze
Andr Lange,M,28.0,188.0,100.0,28.29,Germany,2002,Winter,Salt Lake City,Bobsleigh,Gold
Andr Lange,M,32.0,188.0,100.0,28.29,Germany,2006,Winter,Torino,Bobsleigh,Gold
Andr Lange,M,32.0,188.0,100.0,28.29,Germany,2006,Winter,Torino,Bobsleigh,Gold
Andr Lange,M,36.0,188.0,100.0,28.29,Germany,2010,Winter,Vancouver,Bobsleigh,Gold
Andr Lange,M,36.0,188.0,100.0,28.29,Germany,2010,Winter,Vancouver,Bobsleigh,Silver
Santiago Ral Lange Roberti,M,42.0,184.0,73.0,21.56,Argentina,2004,Summer,Athina,Sailing,Bronze
Santiago Ral Lange Roberti,M,46.0,184.0,73.0,21.56,Argentina,2008,Summer,Beijing,Sailing,Bronze
Santiago Ral Lange Roberti,M,54.0,184.0,73.0,21.56,Argentina,2016,Summer,Rio de Janeiro,Sailing,Gold
Helen Langehanenberg,F,30.0,164.0,48.0,17.85,Germany,2012,Summer,London,Equestrianism,Silver
Christoph Langen,M,39.0,188.0,98.0,27.73,Germany,2002,Winter,Salt Lake City,Bobsleigh,Gold
Jamie Craig Langenbrunner,M,34.0,185.0,93.0,27.17,United States of America,2010,Winter,Vancouver,Ice Hockey,Silver
"Christopher Phillip ""Chris"" Langridge",M,31.0,180.0,73.77,22.77,United Kingdom,2016,Summer,Rio de Janeiro,Badminton,Bronze
"Matthew Keir ""Matt"" Langridge",M,25.0,194.0,93.0,24.71,United Kingdom,2008,Summer,Beijing,Rowing,Silver
"Matthew Keir ""Matt"" Langridge",M,29.0,194.0,93.0,24.71,United Kingdom,2012,Summer,London,Rowing,Bronze
"Matthew Keir ""Matt"" Langridge",M,33.0,194.0,93.0,24.71,United Kingdom,2016,Summer,Rio de Janeiro,Rowing,Gold
"Steven Daniel ""Steve"" Langton",M,30.0,188.0,105.0,29.71,United States of America,2014,Winter,Sochi,Bobsleigh,Bronze
"Steven Daniel ""Steve"" Langton",M,30.0,188.0,105.0,29.71,United States of America,2014,Winter,Sochi,Bobsleigh,Bronze
Colleen Lanne,F,24.0,177.0,65.0,20.75,United States of America,2004,Summer,Athina,Swimming,Silver
Filippo Lanza,M,25.0,198.0,98.0,25.0,Italy,2016,Summer,Rio de Janeiro,Volleyball,Silver
Lao Lishi,F,16.0,153.0,43.0,18.37,China,2004,Summer,Athina,Diving,Silver
Lao Lishi,F,16.0,153.0,43.0,18.37,China,2004,Summer,Athina,Diving,Gold
